Unnamed: 0,Airline,Source,Destination,Total_Stops,Price,Day,Month,Dep_hour,Dep_minute,Duration_hour,Duration_minute
5241,SpiceJet,Mumbai,Hyderabad,0,2385,18,3,5,45,1,20
4882,SpiceJet,Kolkata,Banglore,0,3873,15,6,22,20,2,20
6984,Jet Airways,Kolkata,Banglore,1,7064,4,1,20,0,16,0
1512,SpiceJet,Kolkata,Banglore,0,3873,27,5,9,0,2,25
670,Jet Airways,Delhi,Cochin,1,10262,6,3,19,45,8,40
9490,Jet Airways,Kolkata,Banglore,1,14151,21,5,20,25,24,40
7853,Air India,Delhi,Cochin,1,8907,15,6,13,30,9,30
899,Jet Airways,Kolkata,Banglore,1,14571,6,9,20,0,20,20
6882,IndiGo,Delhi,Cochin,1,7725,3,6,7,35,4,25
2691,Air India,Delhi,Cochin,2,22096,3,9,16,55,26,20
3231,GoAir,Banglore,Delhi,0,4239,4,3,7,45,2,55
2920,Air India,Delhi,Cochin,1,18959,3,9,8,40,10,35
7924,Air Asia,Kolkata,Banglore,1,5320,5,12,7,35,15,55
6419,SpiceJet,Banglore,Delhi,0,3919,24,5,21,10,2,55
2644,Air India,Kolkata,Banglore,2,12219,4,1,9,25,20,0
10492,Multiple carriers,Delhi,Cochin,1,10678,15,6,4,55,7,40
8894,Vistara,Delhi,Cochin,0,12411,3,6,6,0,3,10
5900,Jet Airways,Kolkata,Banglore,1,10844,21,5,14,5,8,30
2,Jet Airways,Delhi,Cochin,2,13882,6,9,9,25,19,0
2387,Multiple carriers,Delhi,Cochin,1,6795,27,6,19,0,6,30
3857,Multiple carriers,Delhi,Cochin,1,17057,3,3,13,55,7,5
1780,IndiGo,Delhi,Cochin,1,5775,24,6,21,50,5,45
9041,Multiple carriers,Delhi,Cochin,1,13727,18,5,11,30,9,30
6708,IndiGo,Banglore,New Delhi,1,4588,3,9,12,5,5,0
531,Air India,Delhi,Cochin,1,7384,15,6,17,40,5,20
9174,Jet Airways,Mumbai,Hyderabad,0,5678,21,3,19,35,1,30
9203,Jet Airways,Banglore,Delhi,0,7229,6,1,18,55,3,5
7366,Multiple carriers,Delhi,Cochin,1,7933,6,1,18,0,7,30
6765,Jet Airways,Kolkata,Banglore,1,10844,24,5,6,30,9,50
3158,SpiceJet,Kolkata,Banglore,0,3841,18,5,6,55,2,35
9614,Jet Airways,Banglore,New Delhi,1,11087,3,9,8,0,26,25
732,SpiceJet,Kolkata,Banglore,1,4649,15,4,15,5,5,15
3447,Jet Airways,Kolkata,Banglore,1,14781,15,5,6,30,14,15
2356,SpiceJet,Banglore,Delhi,0,3971,4,6,21,10,2,55
6642,Multiple carriers,Delhi,Cochin,1,13587,24,6,14,0,7,0
6509,GoAir,Banglore,New Delhi,1,7657,3,9,15,50,4,25
2587,SpiceJet,Kolkata,Banglore,0,3841,27,4,9,0,2,25
2604,Jet Airways,Delhi,Cochin,2,15129,18,5,9,40,26,55
8703,Jet Airways,Kolkata,Banglore,1,11467,4,1,9,35,8,25
7478,Multiple carriers,Delhi,Cochin,1,13377,24,6,13,0,12,30
7788,Multiple carriers,Delhi,Cochin,1,15353,3,6,10,20,8,55
10385,Multiple carriers,Delhi,Cochin,1,9001,6,3,11,40,7,35
6653,IndiGo,Delhi,Cochin,1,6442,15,5,7,35,14,55
9563,SpiceJet,Chennai,Kolkata,0,3597,6,3,8,20,2,15
1260,Vistara,Banglore,Delhi,0,4878,6,1,7,0,2,40
2121,IndiGo,Banglore,New Delhi,1,6220,3,3,7,30,4,50
7503,Air India,Kolkata,Banglore,2,6117,24,5,9,10,19,30
7457,IndiGo,Delhi,Cochin,1,5684,6,12,15,0,10,30
6938,Air Asia,Kolkata,Banglore,1,5192,6,12,7,35,11,50
9755,Jet Airways,Kolkata,Banglore,1,14231,24,3,16,55,16,20
5067,Jet Airways,Banglore,New Delhi,1,7832,21,3,18,40,16,45
9557,Jet Airways,Delhi,Cochin,1,10262,24,6,13,0,6,0
7901,Jet Airways,Banglore,New Delhi,1,9134,15,3,8,55,9,30
5131,Jet Airways,Delhi,Cochin,1,10262,6,3,15,0,28,0
6940,Jet Airways,Banglore,New Delhi,1,13817,3,12,5,45,17,15
4495,IndiGo,Delhi,Cochin,0,5601,27,5,21,5,3,15
3527,Jet Airways,Kolkata,Banglore,1,10844,18,5,18,55,25,50
10123,IndiGo,Banglore,Delhi,0,3419,4,9,1,30,2,45
5398,Multiple carriers,Delhi,Cochin,1,6007,27,6,12,50,8,10
3869,Multiple carriers,Delhi,Cochin,1,16108,6,1,13,0,6,15
10570,Air India,Kolkata,Banglore,2,16372,5,1,16,50,20,55
9486,Jet Airways,Kolkata,Banglore,1,10844,18,5,20,0,26,35
2568,Jet Airways,Banglore,New Delhi,1,11087,18,3,22,50,21,30
6180,Air India,Kolkata,Banglore,2,10907,18,5,8,20,10,10
1628,Air India,Delhi,Cochin,2,13276,21,5,13,20,29,55
10206,Air India,Delhi,Cochin,1,8425,27,5,5,15,25,35
9037,Air Asia,Kolkata,Banglore,0,5620,24,3,10,20,2,35
7207,Jet Airways,Banglore,Delhi,0,4030,15,5,18,55,3,5
9485,IndiGo,Mumbai,Hyderabad,0,2227,21,5,21,20,1,30
1101,Jet Airways,Kolkata,Banglore,1,14178,24,5,6,30,5,30
7093,Multiple carriers,Delhi,Cochin,1,7531,21,3,11,40,7,35
10109,SpiceJet,Chennai,Kolkata,0,3859,5,3,9,45,2,15
7565,Air India,Mumbai,Hyderabad,0,4937,3,3,6,20,1,20
2482,Multiple carriers,Delhi,Cochin,1,9103,5,9,4,55,14,5
7961,IndiGo,Chennai,Kolkata,0,5277,27,5,22,5,2,20
1799,Multiple carriers Premium economy,Delhi,Cochin,1,9845,21,3,7,30,13,30
250,Vistara,Delhi,Cochin,0,8001,3,3,6,0,3,10
10127,IndiGo,Delhi,Cochin,2,6223,21,3,4,55,16,25
8801,IndiGo,Chennai,Kolkata,0,3597,6,6,14,45,2,20
10143,GoAir,Banglore,Delhi,0,3898,24,4,11,40,2,50
192,IndiGo,Delhi,Cochin,1,6412,24,6,16,10,6,20
822,Jet Airways,Delhi,Cochin,2,15129,5,9,23,5,29,20
10277,Jet Airways,Delhi,Cochin,1,14714,6,3,22,50,5,35
8916,Jet Airways,Delhi,Cochin,2,11150,27,6,19,10,17,25
8007,Vistara,Mumbai,Hyderabad,1,12395,3,6,15,40,7,15
6359,Jet Airways,Banglore,Delhi,0,7229,6,9,15,15,2,55
4461,SpiceJet,Chennai,Kolkata,0,3543,15,5,17,45,2,20
7841,SpiceJet,Mumbai,Hyderabad,0,2017,5,9,22,45,1,30
5469,Vistara,Banglore,Delhi,0,5823,24,5,19,30,2,45
4223,Jet Airways,Kolkata,Banglore,1,12121,4,1,20,25,25,40
5023,Air Asia,Delhi,Cochin,1,6253,15,6,20,45,10,25
2712,SpiceJet,Banglore,Delhi,0,4885,27,4,9,30,2,50
4451,Multiple carriers,Delhi,Cochin,1,8323,4,9,6,0,7,20
6526,Vistara,Banglore,New Delhi,0,21520,3,1,7,0,2,40
6656,SpiceJet,Chennai,Kolkata,0,3543,24,6,8,20,2,15
4997,Air Asia,Kolkata,Banglore,1,5192,6,12,7,35,15,55
8572,Multiple carriers,Delhi,Cochin,1,13587,27,6,10,0,11,0
5637,Air Asia,Banglore,Delhi,0,3383,4,6,23,55,2,50
2630,IndiGo,Kolkata,Banglore,0,4804,5,1,4,40,2,35
8309,IndiGo,Delhi,Cochin,1,6093,6,6,11,25,9,35
238,IndiGo,Banglore,New Delhi,0,8855,15,3,18,25,2,55
4070,Jet Airways,Kolkata,Banglore,1,10844,5,9,14,5,9,30
9873,Multiple carriers,Delhi,Cochin,1,11622,6,12,9,15,9,45
3010,Multiple carriers,Delhi,Cochin,1,13587,6,6,11,30,9,30
6356,SpiceJet,Banglore,Delhi,0,4991,5,3,21,10,2,55
8540,IndiGo,Kolkata,Banglore,0,4778,3,1,22,10,2,45
9826,GoAir,Banglore,New Delhi,0,7222,3,3,20,55,2,55
5557,IndiGo,Kolkata,Banglore,0,6565,3,3,14,20,2,35
947,Jet Airways,Kolkata,Banglore,1,13941,5,12,21,10,12,55
7150,Multiple carriers,Delhi,Cochin,1,6093,27,6,7,10,15,20
8441,Vistara,Chennai,Kolkata,0,11982,6,6,17,45,2,20
5171,Jet Airways,Delhi,Cochin,2,14300,27,6,20,0,23,0
10328,GoAir,Banglore,Delhi,0,4239,4,3,20,55,2,45
6463,Jet Airways,Delhi,Cochin,1,10262,15,6,19,15,17,20
3596,Jet Airways,Banglore,New Delhi,1,8578,15,3,9,45,4,40
10649,IndiGo,Kolkata,Banglore,0,4778,3,1,21,25,2,40
3401,Jet Airways,Delhi,Cochin,2,12647,21,3,5,30,22,55
8603,Air India,Banglore,New Delhi,2,12305,18,3,6,45,27,50
5713,Vistara,Kolkata,Banglore,1,8452,15,5,20,20,26,20
2428,IndiGo,Mumbai,Hyderabad,0,4049,15,6,9,10,1,30
8335,Jet Airways,Delhi,Cochin,1,10262,6,1,15,0,13,25
4569,IndiGo,Delhi,Cochin,1,12214,3,3,7,20,5,10
8990,Jet Airways,Mumbai,Hyderabad,2,23528,3,12,6,30,10,5
4037,Vistara,Banglore,New Delhi,0,6138,24,3,9,50,2,45
146,Jet Airways,Delhi,Cochin,2,15318,6,3,20,0,8,25
7408,Air India,Delhi,Cochin,1,8372,27,6,9,0,10,15
2311,Jet Airways,Delhi,Cochin,2,15129,27,5,5,30,22,55
2270,IndiGo,Banglore,Delhi,0,4823,27,4,20,0,2,50
3657,Jet Airways,Banglore,New Delhi,1,9134,15,3,22,50,8,50
5433,Vistara,Banglore,Delhi,0,5613,15,4,17,0,2,35
1747,Jet Airways,Delhi,Cochin,1,11627,6,6,13,0,23,35
6531,IndiGo,Kolkata,Banglore,0,4804,18,5,15,30,2,35
8429,Jet Airways,Delhi,Cochin,1,12242,27,3,18,15,10,10
114,GoAir,Delhi,Cochin,1,5281,27,6,7,0,5,55
9438,Air India,Delhi,Cochin,0,6094,5,9,14,10,3,0
6290,Multiple carriers,Delhi,Cochin,1,7845,27,3,8,55,6,35
10102,Air India,Banglore,New Delhi,0,7801,3,9,10,0,2,45
498,Vistara,Kolkata,Banglore,1,8610,15,5,20,20,24,0
4800,Vistara,Delhi,Cochin,0,5586,18,3,14,55,2,55
721,Multiple carriers,Delhi,Cochin,1,10877,15,6,7,30,11,30
10543,IndiGo,Kolkata,Banglore,0,5644,18,4,9,35,2,45
9420,Jet Airways,Kolkata,Banglore,1,14388,5,6,21,10,12,10
8448,SpiceJet,Kolkata,Banglore,0,3841,6,6,22,20,2,20
7774,IndiGo,Delhi,Cochin,1,7191,5,6,18,35,6,55
3125,Air India,Kolkata,Banglore,0,4460,4,6,20,45,2,35
8977,IndiGo,Delhi,Cochin,1,7191,15,5,6,40,14,20
8132,IndiGo,Banglore,Delhi,0,4823,27,5,8,30,2,50
9877,Jet Airways,Banglore,New Delhi,1,19225,3,6,8,55,7,15
596,SpiceJet,Banglore,New Delhi,1,7139,21,3,10,20,7,55
9691,Jet Airways,Delhi,Cochin,1,5406,4,6,7,5,5,30
6786,Multiple carriers,Delhi,Cochin,1,8266,21,5,11,40,7,35
9119,Air Asia,Banglore,Delhi,0,3383,15,6,11,10,2,45
5238,Air India,Delhi,Cochin,1,8372,6,9,21,0,10,40
9748,IndiGo,Banglore,Delhi,0,4823,6,9,18,55,2,55
1654,Jet Airways,Banglore,New Delhi,1,27992,3,1,8,0,12,20
6826,IndiGo,Kolkata,Banglore,0,5224,24,5,11,30,2,35
7707,Jet Airways,Delhi,Cochin,2,13014,6,9,5,30,13,30
2726,IndiGo,Delhi,Cochin,1,5054,21,5,20,25,5,5
8264,Air Asia,Kolkata,Banglore,0,3807,5,9,22,50,2,30
1710,SpiceJet,Kolkata,Banglore,0,3841,5,3,6,55,2,35
9528,Jet Airways,Delhi,Cochin,2,19329,3,9,10,45,32,5
5487,Jet Airways,Delhi,Cochin,1,16289,3,9,6,50,12,55
8031,Jet Airways,Banglore,Delhi,0,3502,5,9,19,50,3,0
6603,Air Asia,Delhi,Cochin,1,6751,5,9,20,45,10,25
2974,SpiceJet,Kolkata,Banglore,0,3873,18,6,17,10,2,30
7025,IndiGo,Chennai,Kolkata,0,3850,5,1,5,15,2,25
86,IndiGo,Delhi,Cochin,1,5636,24,6,2,0,5,25
2325,Jet Airways,Banglore,Delhi,0,5769,6,3,11,10,2,55
2702,Air India,Kolkata,Banglore,2,9920,4,1,16,45,27,40
8732,IndiGo,Banglore,Delhi,0,4823,6,9,20,0,2,50
8711,Jet Airways,Delhi,Cochin,1,12898,21,5,2,15,16,45
2617,Jet Airways,Delhi,Cochin,1,16079,27,5,21,50,21,10
8010,IndiGo,Delhi,Cochin,1,6270,4,9,11,25,14,5
1031,Jet Airways,Mumbai,Hyderabad,0,2228,15,5,19,35,1,30
136,Jet Airways,Delhi,Cochin,2,13376,6,6,6,45,21,40
7609,Multiple carriers,Delhi,Cochin,1,9646,24,6,9,45,12,45
6837,IndiGo,Mumbai,Hyderabad,0,2227,6,1,21,20,1,30
2882,Jet Airways,Kolkata,Banglore,1,9663,18,5,14,5,21,55
4470,Multiple carriers,Delhi,Cochin,1,15288,3,3,19,0,6,35
1205,Jet Airways,Banglore,Delhi,0,7229,27,4,11,10,2,55
4784,Jet Airways,Kolkata,Banglore,1,10844,5,12,16,30,19,30
10150,Jet Airways,Kolkata,Banglore,1,13731,24,5,20,0,12,15
7348,IndiGo,Delhi,Cochin,1,6093,6,3,10,35,10,25
566,Multiple carriers,Delhi,Cochin,1,15411,3,6,7,30,11,20
8085,IndiGo,Mumbai,Hyderabad,0,4049,5,12,6,25,1,30
6023,SpiceJet,Kolkata,Banglore,0,4174,27,4,17,10,2,30
5514,IndiGo,Banglore,Delhi,0,3943,24,5,21,15,3,0
5957,Multiple carriers,Delhi,Cochin,1,6795,27,5,11,40,13,50
3980,Jet Airways,Banglore,New Delhi,1,14815,3,6,8,55,23,20
6743,Air India,Delhi,Cochin,1,6681,27,3,6,10,26,5
8390,Jet Airways,Kolkata,Banglore,1,14781,5,1,6,30,9,50
7415,Jet Airways,Kolkata,Banglore,1,11134,24,3,8,25,12,15
7324,Jet Airways,Banglore,Delhi,0,7229,27,4,7,10,3,0
10119,IndiGo,Banglore,New Delhi,0,6144,3,3,6,0,2,45
10337,GoAir,Delhi,Cochin,1,5752,27,5,7,0,5,55
9496,Multiple carriers,Delhi,Cochin,1,17493,3,3,13,0,8,0
8793,Jet Airways,Kolkata,Banglore,2,10118,21,5,6,30,14,20
2347,Multiple carriers,Delhi,Cochin,1,12717,27,5,7,5,12,10
3559,GoAir,Delhi,Cochin,1,6976,6,3,7,25,6,10
2204,IndiGo,Delhi,Cochin,1,6442,6,3,8,35,13,55
195,SpiceJet,Chennai,Kolkata,0,3543,27,6,9,45,2,15
8078,Air India,Delhi,Cochin,1,8907,6,3,9,45,13,15
9419,Multiple carriers,Delhi,Cochin,1,9794,18,5,10,20,8,40
5133,Air India,Banglore,New Delhi,2,12568,18,3,17,25,17,10
804,Vistara,Banglore,New Delhi,0,8028,3,3,11,30,2,40
5800,Air Asia,Delhi,Cochin,1,6451,27,5,7,55,7,50
7087,Jet Airways,Delhi,Cochin,1,12032,27,3,9,0,9,50
241,Jet Airways,Kolkata,Banglore,1,10844,6,6,6,30,5,30
2084,Multiple carriers,Delhi,Cochin,1,6673,27,3,13,0,12,35
6444,Air India,Delhi,Cochin,3,10493,24,6,5,15,26,25
9306,IndiGo,Banglore,Delhi,0,3943,18,6,4,0,2,50
644,Vistara,Kolkata,Banglore,1,9187,18,5,17,0,17,45
9995,SpiceJet,Mumbai,Hyderabad,0,2385,5,1,13,15,1,30
5177,Multiple carriers,Delhi,Cochin,1,16108,6,1,11,30,7,45
5544,Jet Airways,Delhi,Cochin,1,12898,27,5,10,0,26,35
1644,IndiGo,Delhi,Cochin,1,6442,24,6,8,35,13,55
120,SpiceJet,Banglore,Delhi,0,3971,4,9,5,55,2,40
5962,Air India,Banglore,Delhi,0,6121,15,4,17,0,2,45
3014,SpiceJet,Kolkata,Banglore,0,3873,21,6,6,55,2,35
5143,Vistara,Banglore,Delhi,0,4878,21,5,19,30,2,45
3109,Jet Airways,Delhi,Cochin,1,12898,21,5,14,0,22,35
9735,Air India,Delhi,Cochin,2,11552,3,6,21,30,21,45
3318,Multiple carriers,Delhi,Cochin,1,13587,6,1,8,0,13,0
2152,Multiple carriers,Delhi,Cochin,1,15147,3,6,6,0,9,30
10024,Air India,Kolkata,Banglore,2,13873,18,5,7,0,18,20
5043,IndiGo,Kolkata,Banglore,0,6565,24,3,17,15,2,45
6904,Multiple carriers,Delhi,Cochin,1,7740,6,1,11,40,9,20
134,Multiple carriers,Delhi,Cochin,1,14067,21,5,11,30,14,0
4411,SpiceJet,Chennai,Kolkata,0,3384,27,3,8,20,2,15
5404,IndiGo,Banglore,New Delhi,0,8855,3,3,18,25,2,55
10292,IndiGo,Mumbai,Hyderabad,0,4784,3,6,16,55,1,30
6859,IndiGo,Kolkata,Banglore,0,4804,5,12,17,15,2,35
2581,Air India,Banglore,New Delhi,0,15676,3,1,6,10,2,45
62,Multiple carriers,Delhi,Cochin,1,12524,6,3,8,45,10,15
1364,IndiGo,Banglore,Delhi,0,4591,18,5,23,30,2,50
7299,Vistara,Kolkata,Banglore,1,8452,21,5,7,10,15,30
8796,Jet Airways,Delhi,Cochin,2,10368,6,1,9,40,18,45
6491,Multiple carriers,Delhi,Cochin,1,13587,6,3,11,30,9,30
2486,Jet Airways,Delhi,Cochin,1,12373,18,5,19,15,17,20
679,IndiGo,Chennai,Kolkata,0,3597,5,3,13,15,2,20
7568,Jet Airways,Delhi,Cochin,1,14714,6,9,13,0,6,0
742,Jet Airways,Delhi,Cochin,2,13292,6,1,21,25,15,10
5386,Jet Airways,Banglore,New Delhi,1,11087,3,12,22,55,19,30
7513,Air India,Banglore,Delhi,0,6961,24,6,6,10,2,45
3688,Jet Airways,Delhi,Cochin,2,13014,6,1,5,30,13,30
444,Jet Airways,Kolkata,Banglore,1,9663,6,9,18,55,9,45
8678,Multiple carriers,Delhi,Cochin,1,9526,15,6,6,0,13,15
3298,Jet Airways,Kolkata,Banglore,1,14781,5,6,6,30,9,50
4730,IndiGo,Kolkata,Banglore,0,4174,18,4,21,25,2,40
1885,IndiGo,Delhi,Cochin,0,5601,6,9,14,20,3,15
7097,IndiGo,Banglore,Delhi,0,5780,18,5,1,30,2,45
2619,IndiGo,Delhi,Cochin,1,12351,3,9,17,30,8,5
1728,IndiGo,Kolkata,Banglore,0,4804,21,6,17,15,2,35
2944,GoAir,Banglore,Delhi,0,3419,5,6,20,55,2,45
2871,Vistara,Kolkata,Banglore,1,8820,5,9,17,0,25,50
4082,IndiGo,Delhi,Cochin,1,7663,3,3,8,35,7,35
5572,Jet Airways,Banglore,Delhi,0,7229,6,9,6,0,2,45
9186,Jet Airways,Kolkata,Banglore,1,12121,5,1,17,0,28,5
4547,Multiple carriers,Delhi,Cochin,1,12537,27,3,9,0,12,0
2578,Multiple carriers,Delhi,Cochin,1,10529,18,5,11,40,7,20
489,Air India,Banglore,New Delhi,2,10846,18,3,11,5,11,5
493,IndiGo,Delhi,Cochin,1,6442,6,6,8,35,13,55
691,Multiple carriers,Delhi,Cochin,1,6093,27,6,14,55,7,35
9187,Air India,Kolkata,Banglore,2,10697,21,5,8,20,10,10
3874,Multiple carriers,Delhi,Cochin,1,12327,27,3,2,15,13,15
602,Multiple carriers,Delhi,Cochin,1,10786,27,5,7,30,11,45
1924,Jet Airways,Kolkata,Banglore,1,9663,6,9,6,30,22,10
1016,IndiGo,Banglore,New Delhi,0,7303,24,3,18,55,2,50
10585,SpiceJet,Kolkata,Banglore,1,8844,15,5,11,15,7,15
2008,Jet Airways,Banglore,New Delhi,1,19225,3,6,11,40,6,45
6421,Jet Airways,Delhi,Cochin,1,10262,24,6,10,0,18,25
3808,IndiGo,Delhi,Cochin,2,7682,3,6,8,35,12,45
2383,IndiGo,Delhi,Cochin,1,5054,5,9,7,35,4,35
5358,SpiceJet,Mumbai,Hyderabad,0,2017,6,6,13,15,1,30
4431,Jet Airways,Delhi,Cochin,2,15318,5,9,20,0,8,25
7667,Air India,Delhi,Cochin,0,5674,21,3,14,10,3,0
7805,Jet Airways,Kolkata,Banglore,1,10844,24,5,20,0,27,35
1367,Multiple carriers,Delhi,Cochin,1,6148,27,3,7,0,8,30
6663,Jet Airways,Delhi,Cochin,1,10262,24,6,17,30,10,55
1533,Jet Airways,Delhi,Cochin,2,10919,6,1,6,45,21,40
1332,Jet Airways,Delhi,Cochin,1,12373,18,5,18,15,18,20
10212,SpiceJet,Chennai,Kolkata,0,3543,18,6,17,45,2,20
8008,Air India,Kolkata,Banglore,1,6528,15,5,14,35,24,0
1558,IndiGo,Kolkata,Banglore,1,8443,5,1,9,20,4,55
6988,Air India,Delhi,Cochin,1,7480,6,12,12,30,20,55
10340,Air Asia,Delhi,Cochin,1,8327,3,9,16,45,14,25
1342,Jet Airways,Delhi,Cochin,1,14053,3,9,19,15,23,35
3954,Jet Airways,Delhi,Cochin,2,20747,3,3,18,20,24,30
3044,Jet Airways,Kolkata,Banglore,1,8586,15,5,6,30,17,5
5115,Vistara,Kolkata,Banglore,1,7980,4,1,7,10,25,55
10246,Multiple carriers,Delhi,Cochin,1,10406,6,1,7,5,13,55
2267,Multiple carriers,Delhi,Cochin,1,17267,3,6,7,5,13,55
7284,SpiceJet,Kolkata,Banglore,0,3841,5,6,9,0,2,25
5113,Jet Airways,Kolkata,Banglore,1,14151,5,12,9,35,9,35
2363,Air India,Kolkata,Banglore,1,11096,21,5,10,0,10,25
9893,IndiGo,Mumbai,Hyderabad,0,2227,6,12,21,20,1,30
5569,Jet Airways,Delhi,Cochin,1,10577,6,9,19,45,16,50
9446,Air Asia,Kolkata,Banglore,0,4409,15,5,10,20,2,35
2810,Vistara,Banglore,Delhi,0,4878,5,6,19,30,2,45
5779,Multiple carriers,Delhi,Cochin,1,7408,27,6,10,0,11,0
5193,Multiple carriers,Delhi,Cochin,1,15147,3,6,15,15,10,20
5240,Jet Airways,Banglore,Delhi,0,7229,5,12,11,10,2,55
5640,Air India,Mumbai,Hyderabad,2,9736,3,12,10,5,9,5
5684,GoAir,Delhi,Cochin,1,4563,27,3,6,0,7,20
7441,Jet Airways,Delhi,Cochin,1,12898,21,5,19,45,16,50
150,SpiceJet,Kolkata,Banglore,0,3873,4,3,22,20,2,20
2830,IndiGo,Delhi,Cochin,1,6232,21,3,16,0,5,0
7623,IndiGo,Banglore,Delhi,0,4823,4,9,8,30,2,50
2103,Multiple carriers,Delhi,Cochin,1,12717,24,6,10,0,9,0
3802,Vistara,Kolkata,Banglore,1,8505,4,1,7,10,27,35
5697,IndiGo,Banglore,Delhi,0,4823,6,1,8,30,2,50
2276,Air India,Kolkata,Banglore,2,16057,15,5,10,0,27,45
4072,Jet Airways,Kolkata,Banglore,1,5608,6,9,10,20,7,15
6804,Jet Airways,Kolkata,Banglore,1,13067,5,12,17,0,29,5
9319,IndiGo,Kolkata,Banglore,1,4775,15,4,15,15,4,50
2442,Air Asia,Kolkata,Banglore,1,5192,5,9,22,40,12,0
4195,Multiple carriers,Delhi,Cochin,1,18228,3,9,8,40,12,20
3909,Multiple carriers,Delhi,Cochin,1,7695,21,3,12,50,12,45
861,IndiGo,Delhi,Cochin,0,6015,27,4,5,35,3,15
5448,IndiGo,Kolkata,Banglore,0,4174,4,3,11,30,2,35
2994,Air India,Delhi,Cochin,1,8635,24,3,4,0,27,40
10592,Jet Airways,Kolkata,Banglore,1,10844,21,5,18,55,17,5
8146,Vistara,Banglore,New Delhi,0,11913,18,3,16,0,2,35
9111,Vistara,Mumbai,Hyderabad,1,12395,3,6,10,25,12,30
4806,Air India,Mumbai,Hyderabad,0,2050,4,3,19,30,1,15
9143,IndiGo,Mumbai,Hyderabad,0,4049,6,1,6,25,1,30
4524,Jet Airways,Delhi,Cochin,1,10262,15,6,8,0,11,0
5612,Multiple carriers,Delhi,Cochin,1,9001,24,6,8,45,10,30
1370,IndiGo,Delhi,Cochin,1,6412,27,3,16,10,6,10
1790,IndiGo,Mumbai,Hyderabad,0,2754,6,12,1,40,1,30
6537,SpiceJet,Chennai,Kolkata,0,3597,5,12,17,45,2,20
4852,IndiGo,Delhi,Cochin,1,5733,27,3,2,0,5,45
7060,SpiceJet,Kolkata,Banglore,1,9946,6,9,11,15,7,15
1830,Jet Airways,Kolkata,Banglore,1,13731,24,5,14,5,14,35
369,IndiGo,Banglore,New Delhi,0,6860,3,9,18,25,2,55
5007,Air Asia,Delhi,Cochin,1,6752,15,5,16,45,5,40
2730,Jet Airways,Kolkata,Banglore,1,10661,24,3,13,55,14,50
5361,SpiceJet,Chennai,Kolkata,0,3543,21,6,9,45,2,15
175,Jet Airways,Kolkata,Banglore,1,13044,6,12,16,30,17,35
8328,IndiGo,Kolkata,Banglore,0,4148,15,3,22,10,2,45
2110,Multiple carriers,Delhi,Cochin,1,6883,21,3,8,0,13,0
9036,Jet Airways,Banglore,Delhi,0,5769,24,6,6,0,2,45
3534,Jet Airways,Kolkata,Banglore,1,14571,6,6,14,5,8,30
1933,Multiple carriers,Delhi,Cochin,1,7740,24,6,6,0,15,0
82,Jet Airways,Kolkata,Banglore,1,13941,5,6,6,30,22,10
818,Multiple carriers,Delhi,Cochin,1,13542,21,3,13,0,12,35
10174,Jet Airways,Delhi,Cochin,1,12767,21,3,8,0,10,50
9453,Jet Airways,Banglore,New Delhi,1,7832,21,3,22,50,12,35
4457,Jet Airways,Mumbai,Hyderabad,0,5678,24,3,10,20,1,30
7538,Air India,Delhi,Cochin,2,12803,15,5,10,55,20,45
5653,IndiGo,Mumbai,Hyderabad,0,2227,15,5,21,20,1,30
283,Jet Airways,Kolkata,Banglore,1,10844,6,6,18,55,17,5
6219,Jet Airways,Banglore,New Delhi,1,16736,3,6,21,25,10,15
4177,Air India,Delhi,Cochin,2,11596,6,6,20,0,23,15
8327,Multiple carriers,Delhi,Cochin,1,9103,21,5,4,55,7,40
609,Jet Airways,Delhi,Cochin,1,12373,5,9,2,15,26,10
2947,Multiple carriers,Delhi,Cochin,1,14848,6,3,11,30,7,45
1825,Multiple carriers,Delhi,Cochin,1,8625,27,5,10,35,8,40
1276,IndiGo,Banglore,Delhi,0,4823,5,3,16,55,3,0
6595,Air India,Delhi,Cochin,1,15197,3,3,8,0,11,15
10239,Jet Airways,Kolkata,Banglore,1,13994,6,9,9,35,9,35
3027,Multiple carriers,Delhi,Cochin,1,9646,6,9,9,45,6,25
7914,Jet Airways,Kolkata,Banglore,1,14231,24,3,13,55,8,40
8250,Air India,Delhi,Cochin,1,10840,3,9,23,0,8,40
6198,Vistara,Banglore,Delhi,0,5613,27,4,19,30,2,45
8188,Air India,Delhi,Cochin,2,8140,21,3,9,45,23,40
2666,Air India,Banglore,New Delhi,1,13439,3,1,5,50,27,25
9458,Air Asia,Kolkata,Banglore,0,4409,5,1,22,50,2,30
4570,Jet Airways,Kolkata,Banglore,1,14151,15,5,17,0,29,5
2322,IndiGo,Delhi,Cochin,1,7503,15,5,8,30,12,30
7250,Air India,Delhi,Cochin,1,8372,24,6,13,0,6,15
6980,Air India,Mumbai,Hyderabad,1,8065,3,12,9,15,24,0
4252,SpiceJet,Kolkata,Banglore,0,4174,21,5,9,0,2,25
5647,Vistara,Banglore,New Delhi,0,5613,21,3,16,0,2,35
4908,Multiple carriers,Delhi,Cochin,1,15078,5,9,15,0,10,30
4722,Jet Airways,Delhi,Cochin,1,13843,3,9,21,50,21,0
8683,Multiple carriers,Delhi,Cochin,1,13378,21,3,11,30,7,45
4225,Jet Airways,Delhi,Cochin,1,10262,6,1,14,0,22,35
